2026-02-07 15:08:25,0.00,camera locked
2026-02-07 15:08:25,0.01,Reset all placed points
2026-02-07 15:08:25,0.01,Set Default View
2026-02-07 15:08:25,0.01,Experiment started
2026-02-07 15:08:28,3.27,camera unlocked
2026-02-07 15:13:20,294.81,camera locked
2026-02-07 15:13:20,294.82,Reset all placed points
2026-02-07 15:13:20,294.82,submitted 3D, switched to 2D
