2026-01-30 15:31:39,0.00,camera locked
2026-01-30 15:31:39,0.01,Reset all placed points
2026-01-30 15:31:39,0.01,Set Default View
2026-01-30 15:31:39,0.01,Experiment started
2026-01-30 15:31:47,7.60,camera unlocked
2026-01-30 15:31:51,11.73,camera locked
2026-01-30 15:31:58,18.28,camera unlocked
2026-01-30 15:44:05,745.46,Set Default View
2026-01-30 15:50:59,1159.33,camera locked
2026-01-30 15:50:59,1159.34,Reset all placed points
2026-01-30 15:50:59,1159.34,submitted 3D, switched to 2D
